"date","date1","survey_year","oslosp","oslobl","negot_sp","negot_bl","peacesp","peacebl","gender","age","age_range","educ","political_spectrum","relig","incom"
2017-09-27,278,2017,NA,NA,2,2,NA,NA,2,NA,6,5,2,1,2
2017-09-27,278,2017,NA,NA,4,4,NA,NA,2,NA,7,6,2,2,1
2017-09-27,278,2017,NA,NA,2,2,NA,NA,2,NA,7,4,2,2,1
2017-09-27,278,2017,NA,NA,5,4,NA,NA,2,NA,5,3,27,2,3
2017-09-27,278,2017,NA,NA,5,4,NA,NA,1,NA,5,4,3,1,1
2017-09-27,278,2017,NA,NA,3,4,NA,NA,1,NA,4,5,5,1,5
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,5,6,10,4,3
2017-09-27,278,2017,NA,NA,3,4,NA,NA,2,NA,4,3,27,1,4
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,4,5,8,1,5
2017-09-27,278,2017,NA,NA,4,4,NA,NA,1,NA,3,7,10,4,1
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,4,6,9,1,4
2017-09-27,278,2017,NA,NA,3,4,NA,NA,2,NA,4,5,7,5,4
2017-09-27,278,2017,NA,NA,3,4,NA,NA,1,NA,2,3,28,4,4
2017-09-27,278,2017,NA,NA,1,2,NA,NA,1,NA,3,5,6,1,4
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,3,5,1,1,6
2017-09-27,278,2017,NA,NA,1,2,NA,NA,1,NA,3,6,1,1,3
2017-09-27,278,2017,NA,NA,1,1,NA,NA,2,NA,4,4,6,4,1
2017-09-27,278,2017,NA,NA,3,4,NA,NA,2,NA,2,5,2,2,3
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,3,4,8,2,2
2017-09-27,278,2017,NA,NA,1,1,NA,NA,1,NA,2,2,1,2,1
2017-09-27,278,2017,NA,NA,2,2,NA,NA,2,NA,2,3,28,3,6
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,4,4,4,5,3
2017-09-27,278,2017,NA,NA,3,3,NA,NA,1,NA,4,5,2,2,3
2017-09-27,278,2017,NA,NA,4,4,NA,NA,2,NA,3,6,5,4,5
2017-09-27,278,2017,NA,NA,3,4,NA,NA,2,NA,3,3,23,3,1
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,2,3,5,4,3
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,4,5,9,1,4
2017-09-27,278,2017,NA,NA,5,5,NA,NA,1,NA,3,9,29,2,3
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,2,3,2,1,2
2017-09-27,278,2017,NA,NA,4,4,NA,NA,2,NA,2,3,28,1,4
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,4,4,8,1,3
2017-09-27,278,2017,NA,NA,2,2,NA,NA,2,NA,3,5,9,2,4
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,3,5,1,2,3
2017-09-27,278,2017,NA,NA,1,2,NA,NA,1,NA,4,5,8,1,5
2017-09-27,278,2017,NA,NA,1,2,NA,NA,2,NA,3,5,1,1,2
2017-09-27,278,2017,NA,NA,1,3,NA,NA,1,NA,3,5,2,1,5
2017-09-27,278,2017,NA,NA,3,4,NA,NA,1,NA,3,3,5,4,2
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,4,6,29,1,5
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,3,4,5,4,5
2017-09-27,278,2017,NA,NA,2,4,NA,NA,2,NA,2,3,2,4,4
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,3,5,27,5,1
2017-09-27,278,2017,NA,NA,5,5,NA,NA,1,NA,4,5,9,2,3
2017-09-27,278,2017,NA,NA,4,4,NA,NA,2,NA,3,5,27,2,2
2017-09-27,278,2017,NA,NA,2,4,NA,NA,2,NA,2,3,2,2,2
2017-09-27,278,2017,NA,NA,3,3,NA,NA,2,NA,3,3,10,5,1
2017-09-27,278,2017,NA,NA,1,1,NA,NA,2,NA,4,4,9,2,4
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,3,6,2,3,6
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,3,5,1,1,4
2017-09-27,278,2017,NA,NA,3,4,NA,NA,2,NA,4,4,5,4,2
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,2,5,12,3,3
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,3,5,5,4,1
2017-09-27,278,2017,NA,NA,3,4,NA,NA,1,NA,3,5,1,2,3
2017-09-27,278,2017,NA,NA,2,2,NA,NA,1,NA,2,3,28,1,6
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,4,6,1,2,3
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,4,5,8,1,3
2017-09-27,278,2017,NA,NA,1,2,NA,NA,1,NA,3,4,29,2,2
2017-09-27,278,2017,NA,NA,1,3,NA,NA,2,NA,2,3,1,1,4
2017-09-27,278,2017,NA,NA,2,2,NA,NA,1,NA,3,5,1,1,3
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,3,5,8,1,5
2017-09-27,278,2017,NA,NA,4,4,NA,NA,2,NA,3,5,4,5,4
2017-09-27,278,2017,NA,NA,1,1,NA,NA,2,NA,2,3,1,1,3
2017-09-27,278,2017,NA,NA,5,3,NA,NA,2,NA,2,5,27,1,2
2017-09-27,278,2017,NA,NA,4,4,NA,NA,2,NA,2,5,7,5,2
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,4,6,1,1,4
2017-09-27,278,2017,NA,NA,1,3,NA,NA,1,NA,4,6,1,1,3
2017-09-27,278,2017,NA,NA,1,2,NA,NA,2,NA,4,5,1,2,4
2017-09-27,278,2017,NA,NA,3,3,NA,NA,2,NA,4,5,8,1,4
2017-09-27,278,2017,NA,NA,2,2,NA,NA,1,NA,4,2,2,2,4
2017-09-27,278,2017,NA,NA,4,4,NA,NA,1,NA,3,7,7,4,1
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,2,3,1,1,2
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,2,2,2,4,6
2017-09-27,278,2017,NA,NA,3,4,NA,NA,1,NA,4,5,2,1,4
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,2,3,1,1,2
2017-09-27,278,2017,NA,NA,3,4,NA,NA,1,NA,4,7,7,5,2
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,2,3,2,1,1
2017-09-27,278,2017,NA,NA,2,2,NA,NA,2,NA,2,3,29,1,3
2017-09-27,278,2017,NA,NA,1,3,NA,NA,1,NA,2,3,1,1,6
2017-09-27,278,2017,NA,NA,4,4,NA,NA,2,NA,3,3,2,4,2
2017-09-27,278,2017,NA,NA,3,3,NA,NA,1,NA,4,5,2,2,4
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,2,3,5,1,2
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,2,5,2,3,6
2017-09-27,278,2017,NA,NA,4,4,NA,NA,1,NA,3,5,2,2,4
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,4,5,2,2,4
2017-09-27,278,2017,NA,NA,1,2,NA,NA,2,NA,3,3,2,2,4
2017-09-27,278,2017,NA,NA,4,4,NA,NA,2,NA,2,5,4,5,3
2017-09-27,278,2017,NA,NA,4,4,NA,NA,1,NA,2,5,10,4,1
2017-09-27,278,2017,NA,NA,1,3,NA,NA,1,NA,2,3,27,1,4
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,4,5,2,2,3
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,4,6,5,4,4
2017-09-27,278,2017,NA,NA,5,5,NA,NA,1,NA,3,7,7,5,1
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,3,5,27,1,1
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,3,5,9,2,2
2017-09-27,278,2017,NA,NA,3,4,NA,NA,2,NA,4,4,2,1,6
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,3,3,2,2,6
2017-09-27,278,2017,NA,NA,4,4,NA,NA,2,NA,3,5,4,5,1
2017-09-27,278,2017,NA,NA,4,4,NA,NA,1,NA,3,5,5,4,3
2017-09-27,278,2017,NA,NA,4,4,NA,NA,2,NA,4,2,5,4,1
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,2,3,1,1,6
2017-09-27,278,2017,NA,NA,3,3,NA,NA,2,NA,2,3,2,2,3
2017-09-27,278,2017,NA,NA,3,3,NA,NA,2,NA,4,3,2,3,4
2017-09-27,278,2017,NA,NA,3,3,NA,NA,1,NA,3,4,9,3,3
2017-09-27,278,2017,NA,NA,1,2,NA,NA,2,NA,3,5,29,1,2
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,4,2,29,2,3
2017-09-27,278,2017,NA,NA,5,5,NA,NA,2,NA,2,3,28,4,6
2017-09-27,278,2017,NA,NA,5,3,NA,NA,1,NA,3,4,2,1,6
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,4,5,8,1,4
2017-09-27,278,2017,NA,NA,2,4,NA,NA,2,NA,2,4,2,3,1
2017-09-27,278,2017,NA,NA,4,4,NA,NA,1,NA,4,4,29,4,3
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,3,7,7,5,2
2017-09-27,278,2017,NA,NA,2,2,NA,NA,2,NA,2,5,9,3,1
2017-09-27,278,2017,NA,NA,3,4,NA,NA,2,NA,2,3,5,4,1
2017-09-27,278,2017,NA,NA,5,5,NA,NA,1,NA,2,3,5,3,1
2017-09-27,278,2017,NA,NA,3,4,NA,NA,1,NA,3,4,8,3,2
2017-09-27,278,2017,NA,NA,3,3,NA,NA,1,NA,3,4,2,2,1
2017-09-27,278,2017,NA,NA,3,3,NA,NA,2,NA,2,5,2,4,2
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,4,4,2,2,4
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,3,2,27,4,4
2017-09-27,278,2017,NA,NA,3,3,NA,NA,1,NA,2,3,5,4,4
2017-09-27,278,2017,NA,NA,4,4,NA,NA,1,NA,4,6,2,5,4
2017-09-27,278,2017,NA,NA,3,4,NA,NA,1,NA,2,3,3,1,1
2017-09-27,278,2017,NA,NA,1,2,NA,NA,1,NA,2,3,28,1,6
2017-09-27,278,2017,NA,NA,3,4,NA,NA,2,NA,2,5,2,4,1
2017-09-27,278,2017,NA,NA,4,4,NA,NA,2,NA,4,6,5,4,4
2017-09-27,278,2017,NA,NA,3,4,NA,NA,2,NA,4,4,1,1,2
2017-09-27,278,2017,NA,NA,1,2,NA,NA,1,NA,3,5,2,2,3
2017-09-27,278,2017,NA,NA,1,3,NA,NA,2,NA,4,6,6,2,1
2017-09-27,278,2017,NA,NA,1,3,NA,NA,1,NA,4,6,1,1,4
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,4,6,9,2,3
2017-09-27,278,2017,NA,NA,1,3,NA,NA,2,NA,3,5,6,1,4
2017-09-27,278,2017,NA,NA,3,3,NA,NA,1,NA,4,5,8,2,5
2017-09-27,278,2017,NA,NA,3,3,NA,NA,2,NA,4,5,8,2,3
2017-09-27,278,2017,NA,NA,4,4,NA,NA,1,NA,3,5,5,4,1
2017-09-27,278,2017,NA,NA,1,1,NA,NA,1,NA,2,3,5,1,1
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,4,4,5,2,1
2017-09-27,278,2017,NA,NA,1,2,NA,NA,1,NA,4,5,8,1,1
2017-09-27,278,2017,NA,NA,1,2,NA,NA,2,NA,2,3,28,1,3
2017-09-27,278,2017,NA,NA,1,2,NA,NA,1,NA,3,6,8,1,4
2017-09-27,278,2017,NA,NA,2,4,NA,NA,1,NA,2,3,9,1,2
2017-09-27,278,2017,NA,NA,2,5,NA,NA,1,NA,4,6,1,2,2
2017-09-27,278,2017,NA,NA,1,3,NA,NA,1,NA,4,5,1,1,3
2017-09-27,278,2017,NA,NA,3,3,NA,NA,2,NA,4,5,27,4,6
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,4,3,2,2,4
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,2,3,9,1,3
2017-09-27,278,2017,NA,NA,3,4,NA,NA,2,NA,3,4,5,1,2
2017-09-27,278,2017,NA,NA,3,3,NA,NA,2,NA,2,4,2,2,2
2017-09-27,278,2017,NA,NA,5,4,NA,NA,1,NA,3,5,8,1,5
2017-09-27,278,2017,NA,NA,3,4,NA,NA,1,NA,2,4,2,1,5
2017-09-27,278,2017,NA,NA,5,5,NA,NA,1,NA,2,3,28,1,3
2017-09-27,278,2017,NA,NA,2,4,NA,NA,2,NA,3,2,2,3,1
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,3,5,8,1,3
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,2,3,2,1,6
2017-09-27,278,2017,NA,NA,4,4,NA,NA,1,NA,2,4,28,4,5
2017-09-27,278,2017,NA,NA,3,4,NA,NA,2,NA,3,3,2,1,4
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,3,5,2,2,5
2017-09-27,278,2017,NA,NA,2,2,NA,NA,2,NA,3,5,10,4,3
2017-09-27,278,2017,NA,NA,2,2,NA,NA,2,NA,4,3,9,2,2
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,3,5,2,2,4
2017-09-27,278,2017,NA,NA,3,4,NA,NA,2,NA,4,3,2,2,4
2017-09-27,278,2017,NA,NA,3,3,NA,NA,2,NA,4,3,2,2,1
2017-09-27,278,2017,NA,NA,3,4,NA,NA,2,NA,4,3,27,3,3
2017-09-27,278,2017,NA,NA,4,4,NA,NA,2,NA,3,5,2,2,4
2017-09-27,278,2017,NA,NA,3,4,NA,NA,1,NA,3,4,7,5,4
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,4,4,2,2,5
2017-09-27,278,2017,NA,NA,3,3,NA,NA,2,NA,3,6,8,1,3
2017-09-27,278,2017,NA,NA,5,3,NA,NA,2,NA,2,4,28,5,4
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,3,7,4,5,1
2017-09-27,278,2017,NA,NA,2,2,NA,NA,1,NA,2,3,1,1,3
2017-09-27,278,2017,NA,NA,3,4,NA,NA,2,NA,3,6,2,3,4
2017-09-27,278,2017,NA,NA,2,3,NA,NA,1,NA,3,5,29,1,4
2017-09-27,278,2017,NA,NA,3,3,NA,NA,1,NA,4,4,9,2,4
2017-09-27,278,2017,NA,NA,3,4,NA,NA,1,NA,2,3,28,2,1
2017-09-27,278,2017,NA,NA,1,1,NA,NA,2,NA,4,5,13,1,3
2017-09-27,278,2017,NA,NA,1,1,NA,NA,2,NA,4,6,8,1,4
2017-09-27,278,2017,NA,NA,3,3,NA,NA,1,NA,4,3,8,1,6
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,3,6,9,2,4
2017-09-27,278,2017,NA,NA,4,3,NA,NA,2,NA,4,5,2,3,4
2017-09-27,278,2017,NA,NA,2,3,NA,NA,2,NA,3,5,1,2,6
2017-09-27,278,2017,NA,NA,2,2,NA,NA,2,NA,4,4,9,1,4
