yearweek,q3,q1,q2,survey_date,total_attacks,attacks_located_IL,attacks_located_yesha,attacks_target_civilian,attacks_target_security_forces,total_killed,killed_located_IL,killed_located_yesha,killed_target_civilian,killed_target_security_forces,intifada,mean(temperature),mean(humidity),week_range
2000-W12,NA,NA,NA,NA,,,,,,,,,,,,13.89285714,70.58928571,
2000-W13,NA,2.67248062,2.990310078,31/03/2000,,,,,,,,,,,,16.11428571,74.03571429,
2000-W14,NA,NA,NA,NA,,,,,,,,,,,,18.87142857,70.17857143,
2000-W15,NA,NA,NA,NA,,,,,,,,,,,,19.79821429,58.33928571,
2000-W16,NA,NA,NA,NA,,,,,,,,,,,,19.7125,63.23214286,
2000-W17,NA,NA,NA,NA,,,,,,,,,,,,18.04821429,72.39285714,
2000-W18,NA,2.664670659,2.930139721,30/04/2000,,,,,,,,,,,,19.84821429,68.44642857,
2000-W19,NA,NA,NA,NA,,,,,,,,,,,,19.23035714,65.19642857,
2000-W20,NA,NA,NA,NA,,,,,,,,,,,,21.70178571,67.51785714,
2000-W21,NA,NA,NA,NA,,,,,,,,,,,,21.11428571,64.01785714,
2000-W22,NA,2.617647059,3.2,30/05/2000,,,,,,,,,,,,23.59636364,66.10909091,
2000-W23,NA,NA,NA,NA,,,,,,,,,,,,23.10892857,69.41071429,
2000-W24,NA,NA,NA,NA,,,,,,,,,,,,25.76607143,66.98214286,
2000-W25,NA,NA,NA,NA,,,,,,,,,,,,24.93214286,63.19642857,
2000-W26,NA,2.830677291,2.701195219,25/06/2000,,,,,,,,,,,,25.64107143,72.30357143,
2000-W27,NA,NA,NA,NA,,,,,,,,,,,,27.48571429,71.57142857,
2000-W28,NA,NA,NA,NA,,,,,,,,,,,,27.89821429,73.10714286,
2000-W29,NA,NA,NA,NA,,,,,,,,,,,,26.80535714,68.53571429,
2000-W30,NA,NA,NA,NA,,,,,,,,,,,,27.39230769,68.51923077,
2000-W31,NA,2.734774067,3.066797642,31/07/2000,,,,,,,,,,,,28.05,67.76785714,
2000-W32,NA,NA,NA,NA,,,,,,,,,,,,26.70178571,68.14285714,
2000-W33,NA,NA,NA,NA,,,,,,,,,,,,27.3625,70.76785714,
2000-W34,NA,NA,NA,NA,,,,,,,,,,,,27.21607143,69.55357143,
2000-W35,NA,2.659491194,2.931506849,29/08/2000,,,,,,,,,,,,26.65178571,65.32142857,
2000-W36,NA,NA,NA,NA,,,,,,,,,,,,26.50535714,64.5,
2000-W37,NA,NA,NA,NA,,,,,,,,,,,,25.97142857,68.42857143,
2000-W38,NA,NA,NA,NA,,,,,,,,,,,,25.84285714,71.28571429,
2000-W39,NA,2.395209581,2.80239521,26/09/2000,,,,,,,,,,,,24.14821429,64.71428571,
2000-W40,NA,2.602713178,3.166666667,02/10/2000,,,,,,,,,,,1,25.29821429,58.51785714,
2000-W41,NA,NA,NA,NA,,,,,,,,,,,1,23.57142857,68.46428571,
2000-W42,NA,NA,NA,NA,,,,,,,,,,,1,21.86607143,71.71428571,
2000-W43,NA,NA,NA,NA,,,,,,,,,,,1,17.99107143,73.83928571,
2000-W44,NA,2.885214008,3.287937743,29/10/2000,,,,,,,,,,,1,18.89285714,72.41071429,
2000-W45,NA,NA,NA,NA,,,,,,,,,,,1,18.95357143,56.42857143,
2000-W46,NA,NA,NA,NA,,,,,,,,,,,1,18.1875,56.57142857,
2000-W47,NA,NA,NA,NA,,,,,,,,,,,1,16.00892857,66.91071429,
2000-W48,NA,2.85515873,3.194444444,29/11/2000,,,,,,,,,,,1,16.01428571,68.42857143,
2000-W49,NA,NA,NA,NA,,,,,,,,,,,1,15.43571429,72.17857143,
2000-W50,NA,NA,NA,NA,,,,,,,,,,,1,14.16964286,78.28571429,
2000-W51,NA,NA,NA,NA,,,,,,,,,,,1,13.75714286,79.76785714,
2000-W52,NA,2.950298211,2.574552684,25/12/2000,,,,,,,,,,,1,13.35714286,70.05357143,
2000-W53,NA,NA,NA,NA,,,,,,,,,,,1,13.6625,62.75,
2001-W00,NA,NA,NA,NA,,,,,,,,,,,1,12.88333333,81.92857143,
2001-W01,NA,NA,NA,NA,,,,,,,,,,,1,13.44107143,77.64285714,
2001-W02,NA,NA,NA,NA,,,,,,,,,,,1,12.73035714,78.41071429,
2001-W03,NA,NA,NA,NA,,,,,,,,,,,1,11.58392857,76.91071429,
2001-W04,NA,2.976143141,3.351888668,31/01/2001,,,,,,,,,,,1,11.89285714,66.23214286,
2001-W05,NA,NA,NA,NA,,,,,,,,,,,1,12.43214286,77.46428571,
2001-W06,NA,NA,NA,NA,,,,,,,,,,,1,13.74642857,71.03571429,
2001-W07,NA,NA,NA,NA,,,,,,,,,,,1,11.95892857,72.53571429,
2001-W08,NA,2.812749004,3.310756972,28/02/2001,,,,,,,,,,,1,16.05714286,67.25,
2001-W09,NA,NA,NA,NA,,,,,,,,,,,1,16.08035714,77.32142857,
2001-W10,NA,NA,NA,NA,,,,,,,,,,,1,16.58392857,75.625,
2001-W11,NA,NA,NA,NA,,,,,,,,,,,1,18.61071429,69.58928571,
2001-W12,NA,3.12992126,3.62992126,29/03/2001,,,,,,,,,,,1,20.29821429,55.32142857,
2001-W13,NA,NA,NA,NA,,,,,,,,,,,1,18.73035714,67.14285714,
2001-W14,NA,NA,NA,NA,,,,,,,,,,,1,17.38571429,69.05357143,
2001-W15,NA,NA,NA,NA,,,,,,,,,,,1,20.05,58.58928571,
2001-W16,NA,NA,NA,NA,,,,,,,,,,,1,20.70714286,59.94642857,
2001-W17,NA,2.888888889,3.545634921,30/04/2001,,,,,,,,,,,1,21.55714286,64.23214286,
2001-W18,NA,NA,NA,NA,,,,,,,,,,,1,21.1,58.73214286,
2001-W19,NA,NA,NA,NA,,,,,,,,,,,1,20.79821429,64.03571429,
2001-W20,NA,NA,NA,NA,,,,,,,,,,,1,23.07857143,65.42857143,
2001-W21,NA,3.014,3.668,31/05/2001,,,,,,,,,,,1,24.81785714,66.23214286,
2001-W22,NA,NA,NA,NA,,,,,,,,,,,1,23.30178571,67.375,
2001-W23,NA,NA,NA,NA,,,,,,,,,,,1,24.61785714,66,
2001-W24,NA,NA,NA,NA,,,,,,,,,,,1,24.8625,66.60714286,
2001-W25,NA,3.116831683,3.665346535,26/06/2001,,,,,,,,,,,1,24.80178571,68.78571429,
2001-W26,NA,NA,NA,NA,,,,,,,,,,,1,25.11607143,68.33928571,
2001-W27,NA,NA,NA,NA,,,,,,,,,,,1,26.3375,70.92857143,
2001-W28,NA,NA,NA,NA,,,,,,,,,,,1,26.90178571,72.17857143,
2001-W29,NA,NA,NA,NA,,,,,,,,,,,1,26.85892857,70.14285714,
2001-W30,2.192842942,3.141153082,3.622266402,31/07/2001,0,0,0,0,0,0,0,0,0,0,1,27.46607143,68.53571429,NA
2001-W31,NA,NA,NA,NA,4,2,2,4,0,16,14,2,16,0,1,28.15,72.33928571,2001-08-05 UTC--2001-08-11 UTC
2001-W32,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,27.9875,67.83928571,NA
2001-W33,NA,NA,NA,NA,2,0,2,1,1,6,0,6,3,3,1,27.1625,65.53571429,2001-08-19 UTC--2001-08-25 UTC
2001-W34,2.38627451,3.378431373,3.866666667,30/08/2001,4,0,4,4,0,4,0,4,4,0,1,27.20714286,68.17857143,2001-08-26 UTC--2001-09-01 UTC
2001-W35,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,27.48392857,65.23214286,NA
2001-W36,NA,NA,NA,NA,5,1,4,4,1,9,3,6,7,2,1,26.05892857,61.875,2001-09-09 UTC--2001-09-15 UTC
2001-W37,NA,NA,NA,NA,2,0,2,1,1,2,0,2,1,1,1,25.09464286,67.82142857,2001-09-16 UTC--2001-09-22 UTC
2001-W38,2.28458498,3.266798419,3.95256917,26/09/2001,2,1,1,2,0,2,1,1,2,0,1,25.3375,68.98214286,2001-09-23 UTC--2001-09-29 UTC
2001-W39,NA,NA,NA,NA,3,1,2,3,0,6,3,3,6,0,1,24.53392857,63.5,2001-09-30 UTC--2001-10-06 UTC
2001-W40,NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,1,25.05454545,71.76363636,2001-10-07 UTC--2001-10-13 UTC
2001-W41,NA,NA,NA,NA,2,0,2,2,0,2,0,2,2,0,1,23.66964286,65.94642857,2001-10-14 UTC--2001-10-20 UTC
2001-W42,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,21.98035714,69.39285714,NA
2001-W43,2.150793651,3.154761905,3.797619048,31/10/2001,3,2,1,2,1,6,5,1,5,1,1,20.14821429,65.73214286,2001-10-28 UTC--2001-11-03 UTC
2001-W44,NA,NA,NA,NA,3,0,3,2,1,4,0,4,3,1,1,19.65714286,70.08928571,2001-11-04 UTC--2001-11-10 UTC
2001-W45,NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,1,20.05178571,63.57142857,2001-11-11 UTC--2001-11-17 UTC
2001-W46,NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,1,15.14642857,62.60714286,2001-11-18 UTC--2001-11-24 UTC
2001-W47,2.17794971,3.032882012,3.773694391,29/11/2001,5,3,2,3,2,18,16,2,14,4,1,16.48392857,70.5,2001-11-25 UTC--2001-12-01 UTC
2001-W48,NA,NA,NA,NA,2,1,1,2,0,15,14,1,15,0,1,15.15178571,64.10714286,2001-12-02 UTC--2001-12-08 UTC
2001-W49,NA,NA,NA,NA,1,0,1,1,0,10,0,10,10,0,1,14.54642857,73.625,2001-12-09 UTC--2001-12-15 UTC
2001-W50,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,12.38928571,73.69642857,NA
2001-W51,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,14.75178571,73.33928571,NA
2001-W52,2.18503937,3.143700787,3.704724409,31/12/2001,0,0,0,0,0,0,0,0,0,0,1,12.95625,65.4375,NA
2002-W00,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,12.8025,62.05,NA
2002-W01,NA,NA,NA,NA,1,1,0,1,0,4,4,0,4,0,1,9.342857143,76.01785714,2002-01-06 UTC--2002-01-12 UTC
2002-W02,NA,NA,NA,NA,4,1,3,3,1,9,6,3,8,1,1,11.16071429,68.80357143,2002-01-13 UTC--2002-01-19 UTC
2002-W03,NA,NA,NA,NA,1,1,0,1,0,2,2,0,2,0,1,11.83571429,69.51785714,2002-01-20 UTC--2002-01-26 UTC
2002-W04,2.273809524,3.194444444,3.859126984,31/01/2002,1,1,0,1,0,1,1,0,1,0,1,12.675,71.42857143,2002-01-27 UTC--2002-02-02 UTC
2002-W05,NA,NA,NA,NA,3,1,2,3,0,5,1,4,5,0,1,14.91785714,60.21428571,2002-02-03 UTC--2002-02-09 UTC
2002-W06,NA,NA,NA,NA,3,1,2,2,1,8,2,6,5,3,1,14.13928571,77.73214286,2002-02-10 UTC--2002-02-16 UTC
2002-W07,NA,NA,NA,NA,4,0,4,2,2,11,0,11,2,9,1,13.7,60.94642857,2002-02-17 UTC--2002-02-23 UTC
2002-W08,2.09375,3.140625,3.728515625,28/02/2002,7,1,6,5,2,18,11,7,16,2,1,14.3875,64.92857143,2002-02-24 UTC--2002-03-02 UTC
2002-W09,NA,NA,NA,NA,11,6,5,7,4,35,17,18,22,13,1,17.64117647,63.82352941,2002-03-03 UTC--2002-03-09 UTC
2002-W10,NA,NA,NA,NA,4,0,4,2,2,6,0,6,2,4,1,18.27115385,62.96153846,2002-03-10 UTC--2002-03-16 UTC
2002-W11,NA,NA,NA,NA,4,3,1,3,1,12,11,1,11,1,1,16.82075472,72.26415094,2002-03-17 UTC--2002-03-23 UTC
2002-W12,1.978217822,3.063366337,3.671287129,25/03/2002,9,4,5,7,2,41,31,10,38,3,1,15.01960784,63.60784314,2002-03-24 UTC--2002-03-30 UTC
2002-W13,NA,NA,NA,NA,7,2,5,3,4,26,16,10,17,9,1,17,61.66666667,2002-03-31 UTC--2002-04-06 UTC
2002-W14,NA,NA,NA,NA,5,2,3,3,2,29,12,17,13,16,1,17.09019608,65.33333333,2002-04-07 UTC--2002-04-13 UTC
2002-W15,NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,1,21.17321429,55.71428571,2002-04-14 UTC--2002-04-20 UTC
2002-W16,NA,3.342629482,3.832669323,25/04/2002,2,0,2,1,1,5,0,5,4,1,1,17.69285714,66.96428571,2002-04-21 UTC--2002-04-27 UTC
2002-W17,NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,1,17.81132075,71.47169811,2002-04-28 UTC--2002-05-04 UTC
2002-W18,NA,NA,NA,NA,1,1,0,1,0,15,15,0,15,0,1,20.08392857,67.21428571,2002-05-05 UTC--2002-05-11 UTC
2002-W19,NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,1,21.25357143,65.58928571,2002-05-12 UTC--2002-05-18 UTC
2002-W20,NA,NA,NA,NA,3,2,1,2,1,6,5,1,5,1,1,21.30714286,68.66071429,2002-05-19 UTC--2002-05-25 UTC
2002-W21,2.181818182,3.290513834,3.920948617,31/05/2002,3,1,2,3,0,6,2,4,6,0,1,22.56428571,69.75,2002-05-26 UTC--2002-06-01 UTC
2002-W22,NA,NA,NA,NA,3,1,2,3,0,21,17,4,21,0,1,24.50892857,59.10714286,2002-06-02 UTC--2002-06-08 UTC
2002-W23,NA,NA,NA,NA,2,1,1,1,1,4,1,3,1,3,1,25.59464286,66.25,2002-06-09 UTC--2002-06-15 UTC
2002-W24,NA,NA,NA,NA,4,1,3,3,1,32,19,13,30,2,1,24.72884615,70.71153846,2002-06-16 UTC--2002-06-22 UTC
2002-W25,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,25.48392857,70.55357143,NA
2002-W26,2.323353293,3.235528942,3.664670659,30/06/2002,0,0,0,0,0,0,0,0,0,0,1,26.44727273,72.70909091,NA
2002-W27,NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,1,27.09464286,68.625,2002-07-07 UTC--2002-07-13 UTC
2002-W28,NA,NA,NA,NA,3,1,2,2,1,12,2,10,11,1,1,28.10178571,73.48214286,2002-07-14 UTC--2002-07-20 UTC
2002-W29,NA,NA,NA,NA,2,0,2,2,0,5,0,5,5,0,1,27.59464286,69.25,2002-07-21 UTC--2002-07-27 UTC
2002-W30,2.113948919,3.166994106,3.836935167,31/07/2002,3,1,2,3,0,8,5,3,8,0,1,29.08518519,69.85185185,2002-07-28 UTC--2002-08-03 UTC
2002-W31,NA,NA,NA,NA,4,1,3,4,0,11,7,4,11,0,1,28.21785714,72.69642857,2002-08-04 UTC--2002-08-10 UTC
2002-W32,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,28.36071429,71.94642857,NA
2002-W33,NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,1,26.91428571,70.76785714,2002-08-18 UTC--2002-08-24 UTC
2002-W34,2.131782946,3.207364341,3.800387597,31/08/2002,0,0,0,0,0,0,0,0,0,0,1,27.07678571,74.51785714,NA
2002-W35,NA,NA,NA,NA,2,0,2,0,2,2,0,2,0,2,1,26.85,66.35714286,2002-09-01 UTC--2002-09-07 UTC
2002-W36,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,26.28392857,65,NA
2002-W37,NA,NA,NA,NA,4,2,2,4,0,8,6,2,8,0,1,26.62321429,61.17857143,2002-09-15 UTC--2002-09-21 UTC
2002-W38,NA,NA,NA,NA,2,0,2,1,1,2,0,2,1,1,1,25.2125,72.55357143,2002-09-22 UTC--2002-09-28 UTC
2002-W39,NA,3.067698259,3.659574468,30/09/2002,1,0,1,0,1,1,0,1,0,1,1,25.73272727,63.38181818,2002-09-29 UTC--2002-10-05 UTC
2002-W40,NA,NA,NA,NA,2,1,1,2,0,2,1,1,2,0,1,24.4125,71.17857143,2002-10-06 UTC--2002-10-12 UTC
2002-W41,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,23.78518519,76.55555556,NA
2002-W42,NA,NA,NA,NA,1,1,0,1,0,13,13,0,13,0,1,22.68518519,73.44444444,2002-10-20 UTC--2002-10-26 UTC
2002-W43,2.187747036,2.994071146,3.671936759,30/10/2002,2,0,2,2,0,6,0,6,6,0,1,21.45272727,71.63636364,2002-10-27 UTC--2002-11-02 UTC
2002-W44,NA,NA,NA,NA,3,1,2,2,1,5,2,3,4,1,1,21.55,62.92857143,2002-11-03 UTC--2002-11-09 UTC
2002-W45,NA,NA,NA,NA,2,1,1,2,0,17,5,12,17,0,1,19.63035714,61.69642857,2002-11-10 UTC--2002-11-16 UTC
2002-W46,NA,NA,NA,NA,3,1,2,2,1,12,10,2,11,1,1,20.18214286,41.32142857,2002-11-17 UTC--2002-11-23 UTC
2002-W47,2.13243762,3.157389635,3.710172745,30/11/2002,1,1,0,1,0,6,6,0,6,0,1,17.39642857,65.82142857,2002-11-24 UTC--2002-11-30 UTC
2002-W48,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,17.22321429,69.39285714,NA
2002-W49,NA,NA,NA,NA,1,0,1,0,1,2,0,2,0,2,1,15.45178571,67.03571429,2002-12-08 UTC--2002-12-14 UTC
2002-W50,NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,1,14.32857143,76.46428571,2002-12-15 UTC--2002-12-21 UTC
2002-W51,NA,NA,NA,NA,1,0,1,1,0,4,0,4,4,0,1,13.15535714,83.10714286,2002-12-22 UTC--2002-12-28 UTC
2002-W52,2.156435644,3.144554455,3.75049505,31/12/2002,0,0,0,0,0,0,0,0,0,0,1,14.1,77.16666667,NA
2003-W00,NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,1,14.15625,79.1875,2002-12-29 UTC--2003-01-04 UTC
2003-W01,NA,NA,NA,NA,1,1,0,1,0,15,15,0,15,0,1,15.07777778,70.22222222,2003-01-05 UTC--2003-01-11 UTC
2003-W02,NA,NA,NA,NA,3,2,1,2,1,3,2,1,2,1,1,15.13571429,70.76785714,2003-01-12 UTC--2003-01-18 UTC
2003-W03,NA,NA,NA,NA,1,0,1,0,1,3,0,3,0,3,1,12.48571429,81.03571429,2003-01-19 UTC--2003-01-25 UTC
2003-W04,2.131212724,3.234592445,3.69582505,31/01/2003,0,0,0,0,0,0,0,0,0,0,1,13.45892857,69.76785714,NA
2003-W05,NA,NA,NA,NA,1,0,1,0,1,2,0,2,0,2,1,12.92037037,67.85185185,2003-02-02 UTC--2003-02-08 UTC
2003-W06,NA,NA,NA,NA,2,0,2,0,2,6,0,6,0,6,1,12.18214286,80.78571429,2003-02-09 UTC--2003-02-15 UTC
2003-W07,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,13.86071429,72.73214286,NA
2003-W08,2.075098814,3.059288538,3.606719368,28/02/2003,1,0,1,0,1,1,0,1,0,1,1,11.03035714,78.48214286,2003-02-23 UTC--2003-03-01 UTC
2003-W09,NA,NA,NA,NA,2,1,1,2,0,19,17,2,19,0,1,15.2875,69.96428571,2003-03-02 UTC--2003-03-08 UTC
2003-W10,NA,NA,NA,NA,2,0,2,0,2,2,0,2,0,2,1,13.97321429,79.26785714,2003-03-09 UTC--2003-03-15 UTC
2003-W11,NA,NA,NA,NA,2,0,2,1,1,2,0,2,1,1,1,14.19821429,78.01785714,2003-03-16 UTC--2003-03-22 UTC
2003-W12,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,12.41785714,79.41071429,NA
2003-W13,2.12749004,3.173306773,3.810756972,31/03/2003,0,0,0,0,0,0,0,0,0,0,1,20.05714286,64.625,NA
2003-W14,NA,NA,NA,NA,1,0,1,0,1,2,0,2,0,2,1,17.50178571,74.26785714,2003-04-06 UTC--2003-04-12 UTC
2003-W15,NA,NA,NA,NA,2,0,2,1,1,2,0,2,1,1,1,17.82857143,70.96428571,2003-04-13 UTC--2003-04-19 UTC
2003-W16,NA,NA,NA,NA,2,1,1,1,1,2,1,1,1,1,1,19.06964286,63.71428571,2003-04-20 UTC--2003-04-26 UTC
2003-W17,1.962745098,3.050980392,3.6,30/04/2003,0,0,0,0,0,0,0,0,0,0,1,19.59821429,60.94642857,NA
2003-W18,NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,1,25.79107143,48.75,2003-05-04 UTC--2003-05-10 UTC
2003-W19,NA,NA,NA,NA,2,0,2,2,0,3,0,3,3,0,1,25.13809524,60.66666667,2003-05-11 UTC--2003-05-17 UTC
2003-W20,NA,NA,NA,NA,2,1,1,2,0,9,3,6,9,0,1,23.14814815,70.57407407,2003-05-18 UTC--2003-05-24 UTC
2003-W21,NA,3.137176938,3.568588469,30/05/2003,0,0,0,0,0,0,0,0,0,0,1,24.01607143,62.07142857,NA
2003-W22,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,23.16964286,73.10714286,NA
2003-W23,NA,NA,NA,NA,5,1,4,2,3,24,17,7,18,6,1,24.15178571,73.82142857,2003-06-08 UTC--2003-06-14 UTC
2003-W24,NA,NA,NA,NA,3,2,1,3,0,3,2,1,3,0,1,25.70892857,68.25,2003-06-15 UTC--2003-06-21 UTC
2003-W25,NA,NA,NA,NA,2,1,1,1,1,2,1,1,1,1,1,25.76727273,72.41818182,2003-06-22 UTC--2003-06-28 UTC
2003-W26,NA,2.872255489,3.508982036,30/06/2003,0,0,0,0,0,0,0,0,0,0,1,26.71964286,71.98214286,NA
2003-W27,NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,1,26.73214286,67.60714286,2003-07-06 UTC--2003-07-12 UTC
2003-W28,NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,1,25.754,73.04,2003-07-13 UTC--2003-07-19 UTC
2003-W29,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,26.868,72.38,NA
2003-W30,1.938735178,3.001976285,3.450592885,31/07/2003,0,0,0,0,0,0,0,0,0,0,1,27.04107143,73.21428571,NA
2003-W31,NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,1,27.40357143,72.73214286,2003-08-03 UTC--2003-08-09 UTC
2003-W32,NA,NA,NA,NA,2,1,1,2,0,3,1,2,3,0,1,27.75178571,71.48214286,2003-08-10 UTC--2003-08-16 UTC
2003-W33,NA,NA,NA,NA,1,1,0,1,0,23,23,0,23,0,1,27.19107143,74.53571429,2003-08-17 UTC--2003-08-23 UTC
2003-W34,NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,1,26.96785714,72.85714286,2003-08-24 UTC--2003-08-30 UTC
2003-W35,2.150390625,3.171875,3.9375,31/08/2003,2,0,2,0,2,2,0,2,0,2,1,27.32142857,66.55357143,2003-08-31 UTC--2003-09-06 UTC
2003-W36,NA,NA,NA,NA,2,2,0,2,0,16,16,0,16,0,1,25.72678571,64.5,2003-09-07 UTC--2003-09-13 UTC
2003-W37,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,25.36607143,67,NA
2003-W38,NA,NA,NA,NA,2,0,2,1,1,3,0,3,2,1,1,24.34107143,68.91071429,2003-09-21 UTC--2003-09-27 UTC
2003-W39,2.087548638,3.040856031,3.778210117,30/09/2003,1,1,0,1,0,21,21,0,21,0,1,23.8375,68.64285714,2003-09-28 UTC--2003-10-04 UTC
2003-W40,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,24.36607143,73.42857143,NA
2003-W41,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,21.98571429,69.89285714,NA
2003-W42,NA,NA,NA,NA,2,0,2,0,2,6,0,6,0,6,1,23.56785714,72.25,2003-10-19 UTC--2003-10-25 UTC
2003-W43,2.035714286,3.198412698,3.763888889,30/10/2003,0,0,0,0,0,0,0,0,0,0,1,22.28214286,63.48214286,NA
2003-W44,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,21.93571429,74.89285714,NA
2003-W45,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,17.825,73.03571429,NA
2003-W46,NA,NA,NA,NA,2,0,2,1,1,4,0,4,2,2,1,17.49821429,69.92857143,2003-11-16 UTC--2003-11-22 UTC
2003-W47,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,17.37321429,74.08928571,NA
2003-W48,1.880626223,2.949119374,3.726027397,30/11/2003,0,0,0,0,0,0,0,0,0,0,1,14.58214286,84.33928571,NA
2003-W49,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,15.875,71.375,NA
2003-W50,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,15.5,69.41071429,NA
2003-W51,NA,NA,NA,NA,2,1,1,1,1,6,4,2,4,2,1,13.15178571,64.66071429,2003-12-21 UTC--2003-12-27 UTC
2003-W52,2.015717092,3.139489194,3.695481336,31/12/2003,0,0,0,0,0,0,0,0,0,0,1,13.484375,71.6875,NA
2004-W00,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,12.359375,74.78125,NA
2004-W01,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,11.82678571,79.42857143,NA
2004-W02,NA,NA,NA,NA,2,0,2,1,1,5,0,5,1,4,1,13.36607143,81.23214286,2004-01-11 UTC--2004-01-17 UTC
2004-W03,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,12.79642857,74.26785714,NA
2004-W04,1.942345924,2.988071571,3.779324056,29/01/2004,1,1,0,1,0,11,11,0,11,0,1,12.85357143,72.58928571,2004-01-25 UTC--2004-01-31 UTC
2004-W05,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,12.17857143,80.98214286,NA
2004-W06,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,13.46428571,77,NA
2004-W07,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,12.35178571,76.57142857,NA
2004-W08,NA,NA,NA,NA,3,2,1,2,1,11,10,1,10,1,1,14.57142857,69.26785714,2004-02-22 UTC--2004-02-28 UTC
2004-W09,2.121568627,3.147058824,3.847058824,29/02/2004,0,0,0,0,0,0,0,0,0,0,1,20.72321429,60.39285714,NA
2004-W10,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,13.58571429,72.30357143,NA
2004-W11,NA,NA,NA,NA,2,1,1,2,0,11,10,1,11,0,1,12.92857143,69.01785714,2004-03-14 UTC--2004-03-20 UTC
2004-W12,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,17.69285714,63.48214286,NA
2004-W13,2.118577075,2.986166008,3.727272727,31/03/2004,1,0,1,1,0,1,0,1,1,0,1,18.15535714,76.66071429,2004-03-28 UTC--2004-04-03 UTC
2004-W14,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,16.32678571,72.53571429,NA
2004-W15,NA,NA,NA,NA,1,1,0,0,1,1,1,0,0,1,1,17.93214286,65.625,2004-04-11 UTC--2004-04-17 UTC
2004-W16,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,18.1375,66.875,NA
2004-W17,2.137254902,3.068627451,3.760784314,30/04/2004,1,0,1,0,1,1,0,1,0,1,1,20.28392857,59.30357143,2004-04-25 UTC--2004-05-01 UTC
2004-W18,NA,NA,NA,NA,1,0,1,1,0,5,0,5,5,0,1,21.56607143,64.85714286,2004-05-02 UTC--2004-05-08 UTC
2004-W19,NA,NA,NA,NA,3,0,3,0,3,13,0,13,0,13,1,22.48392857,59.67857143,2004-05-09 UTC--2004-05-15 UTC
2004-W20,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,20.48571429,62.83928571,NA
2004-W21,NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,1,20.3625,70.44642857,2004-05-23 UTC--2004-05-29 UTC
2004-W22,1.986512524,2.888246628,3.599229287,31/05/2004,0,0,0,0,0,0,0,0,0,0,1,22.275,67.83928571,NA
